Multiplier Combination,Number of Balls,Hidden Multiplier,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",15,0.02,0.10948,0.8243471646192034,0.89052
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",16,0.02,0.10948,0.843577637036693,0.89052
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",17,0.02,0.10948,0.8607027573339159,0.89052
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",18,0.02,0.10948,0.8759530194609988,0.89052
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",19,0.02,0.10948,0.8895336828904086,0.89052
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=2",20,0.02,0.10948,0.9016275352875667,0.89052
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",1,0.02,0.057477,0.057477,0.942523
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",2,0.02,0.06035084999999999,0.11435906419455,0.93964915
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",3,0.02,0.0633683925,0.17048070662873704,0.9366316075
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",4,0.02,0.066536812125,0.22567427600584344,0.933463187875
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",5,0.02,0.06986365273125,0.27977149948784485,0.93013634726875
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",6,0.02,0.07335683536781251,0.3326051830271215,0.9266431646321875
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",7,0.02,0.07702467713620315,0.38401105332683283,0.9229753228637969
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",8,0.02,0.08087591099301329,0.43382972055065194,0.9191240890069867
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",9,0.02,0.08491970654266397,0.48190873453466865,0.915080293457336
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",10,0.02,0.08916569186979716,0.5281047006715837,0.9108343081302028
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",11,0.02,0.09362397646328703,0.5722854150690431,0.906376023536713
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",12,0.02,0.09830517528645137,0.6143319723132525,0.9016948247135487
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",13,0.02,0.10322043405077395,0.6541407935305845,0.896779565949226
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",14,0.02,0.10838145575331268,0.6916255178134253,0.8916185442466873
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",15,0.02,0.11380052854097832,0.7267186968748081,0.8861994714590217
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",16,0.02,0.1194905549680272,0.7593732314476229,0.8805094450319728
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",17,0.02,0.12546508271642856,0.7895634888678338,0.8745349172835715
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",18,0.02,0.13173833685225,0.8172860448573753,0.86826166314775
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",19,0.02,0.13832525369486254,0.8425599990560706,0.8616747463051375
"Legendary=0.02, Berry=1, Throw=1.15, Medal=1.4, Curve=1.7, Ball=-1",20,0.02,0.14524151637960567,0.8654268235319734,0.8547584836203943
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",1,0.02,0.03,0.030000000000000027,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",2,0.02,0.03,0.05910000000000004,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",3,0.02,0.03,0.08732700000000004,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",4,0.02,0.03,0.11470719000000007,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",5,0.02,0.03,0.1412659743000001,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",6,0.02,0.03,0.16702799507100008,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",7,0.02,0.03,0.19201715521887008,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",8,0.02,0.03,0.21625664056230398,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",9,0.02,0.03,0.23976894134543492,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",10,0.02,0.03,0.2625758731050719,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",11,0.02,0.03,0.2846985969119198,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",12,0.02,0.03,0.30615763900456217,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",13,0.02,0.03,0.3269729098344253,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",14,0.02,0.03,0.34716372253939254,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",15,0.02,0.03,0.36674881086321076,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",16,0.02,0.03,0.38574634653731443,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",17,0.02,0.03,0.404173956141195,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",18,0.02,0.03,0.42204873745695914,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",19,0.02,0.03,0.4393872753332504,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1",20,0.02,0.03,0.4562056570732529,0.97
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",1,0.02,0.045,0.04500000000000004,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",2,0.02,0.045,0.08797500000000003,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",3,0.02,0.045,0.12901612500000004,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",4,0.02,0.045,0.16821039937500004,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",5,0.02,0.045,0.20564093140312512,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",6,0.02,0.045,0.24138708948998455,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",7,0.02,0.045,0.2755246704629353,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",8,0.02,0.045,0.3081260602921032,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",9,0.02,0.045,0.3392603875789586,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",10,0.02,0.045,0.3689936701379055,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",11,0.02,0.045,0.3973889549816998,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",12,0.02,0.045,0.42450645200752335,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",13,0.02,0.045,0.4504036616671848,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",14,0.02,0.045,0.4751354968921615,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",15,0.02,0.045,0.4987543995320143,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",16,0.02,0.045,0.5213104515530737,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",17,0.02,0.045,0.5428514812331853,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",18,0.02,0.045,0.5634231645776919,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",19,0.02,0.045,0.5830691221716959,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=1.5",20,0.02,0.045,0.6018310116739696,0.955
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",1,0.02,0.06,0.06000000000000005,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",2,0.02,0.06,0.11640000000000006,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",3,0.02,0.06,0.16941600000000012,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",4,0.02,0.06,0.21925104000000017,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",5,0.02,0.06,0.26609597760000026,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",6,0.02,0.06,0.3101302189440003,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",7,0.02,0.06,0.35152240580736027,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",8,0.02,0.06,0.3904310614589187,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",9,0.02,0.06,0.42700519777138357,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",10,0.02,0.06,0.46138488590510063,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",11,0.02,0.06,0.4937017927507946,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",12,0.02,0.06,0.524079685185747,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",13,0.02,0.06,0.5526349040746021,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",14,0.02,0.06,0.5794768098301261,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",15,0.02,0.06,0.6047082012403185,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",16,0.02,0.06,0.6284257091658995,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",17,0.02,0.06,0.6507201666159455,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",18,0.02,0.06,0.6716769566189889,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",19,0.02,0.06,0.6913763392218495,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=2",20,0.02,0.06,0.7098937588685386,0.94
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",1,0.02,0.0315,0.03149999999999997,0.9685
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",2,0.02,0.033075,0.06353313749999989,0.966925
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",3,0.02,0.03472875,0.09605546105104679,0.96527125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",4,0.02,0.03646518750000001,0.12901796815342148,0.9635348125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",5,0.02,0.03828844687500001,0.16236651740885877,0.961711553125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",6,0.02,0.04020286921875001,0.19604178676271655,0.95979713078125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",7,0.02,0.042213012679687516,0.2299792850120409,0.9577869873203125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",8,0.02,0.04432366331367189,0.2641094239277201,0.9556763366863281
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",9,0.02,0.04653984647935549,0.2983576583637284,0.9534601535206445
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",10,0.02,0.04886683880332326,0.3326447015700543,0.9511331611966768
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",11,0.02,0.051310180743489434,0.3668868225526202,0.9486898192565105
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",12,0.02,0.0538756897806639,0.40099623169682563,0.9461243102193361
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",13,0.02,0.05656947426969709,0.43488155995530364,0.943430525730303
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",14,0.02,0.059397947983181966,0.4684484356614155,0.940602052016818
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",15,0.02,0.06236784538234107,0.5016001614388259,0.9376321546176589
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",16,0.02,0.06548623765145811,0.5342384917122913,0.9345137623485419
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",17,0.02,0.06876054953403102,0.5662645089739533,0.931239450465969
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",18,0.02,0.07219857701073257,0.5975795942250852,0.9278014229892675
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",19,0.02,0.07580850586126921,0.6280864839149671,0.9241914941387308
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1, Ball=-1",20,0.02,0.07959893115433267,0.6576904022771854,0.9204010688456673
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",1,0.02,0.051,0.051000000000000045,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",2,0.02,0.051,0.09939900000000013,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",3,0.02,0.051,0.14532965100000017,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",4,0.02,0.051,0.18891783879900015,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",5,0.02,0.051,0.23028302902025122,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",6,0.02,0.051,0.26953859454021845,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",7,0.02,0.051,0.30679212621866736,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",8,0.02,0.051,0.3421457277815153,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",9,0.02,0.051,0.375696295664658,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",10,0.02,0.051,0.40753578458576045,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",11,0.02,0.051,0.43775145957188666,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",12,0.02,0.051,0.46642613513372044,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",13,0.02,0.051,0.4936384022419007,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",14,0.02,0.051,0.5194628437275638,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",15,0.02,0.051,0.5439702386974581,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",16,0.02,0.051,0.5672277565238877,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",17,0.02,0.051,0.5892991409411694,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",18,0.02,0.051,0.6102448847531698,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",19,0.02,0.051,0.6301223956307582,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1",20,0.02,0.051,0.6489861534535896,0.949
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",1,0.02,0.0765,0.07650000000000001,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",2,0.02,0.0765,0.14714775000000002,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",3,0.02,0.0765,0.21239094712500006,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",4,0.02,0.0765,0.2726430396699375,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",5,0.02,0.0765,0.32828584713518727,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",6,0.02,0.0765,0.3796719798293454,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",7,0.02,0.0765,0.4271270733724005,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",8,0.02,0.0765,0.47095185225941194,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",9,0.02,0.0765,0.5114240355615669,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",10,0.02,0.0765,0.5488000968411071,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",11,0.02,0.0765,0.5833168894327624,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",12,0.02,0.0765,0.615193147391156,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",13,0.02,0.0765,0.6446308716157326,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",14,0.02,0.0765,0.6718166099371291,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",15,0.02,0.0765,0.6969226392769388,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",16,0.02,0.0765,0.7201080573722529,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",17,0.02,0.0765,0.7415197909832756,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",18,0.02,0.0765,0.7612935269730551,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",19,0.02,0.0765,0.7795545721596163,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=1.5",20,0.02,0.0765,0.7964186473894057,0.9235
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",1,0.02,0.102,0.10199999999999998,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",2,0.02,0.102,0.193596,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",3,0.02,0.102,0.275849208,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",4,0.02,0.102,0.349712588784,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",5,0.02,0.102,0.41604190472803204,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",6,0.02,0.102,0.47560563044577275,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",7,0.02,0.102,0.5290938561403039,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",8,0.02,0.102,0.5771262828139929,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",9,0.02,0.102,0.6202594019669656,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",10,0.02,0.102,0.658992942966335,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",11,0.02,0.102,0.6937756627837689,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",12,0.02,0.102,0.7250105451798244,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",13,0.02,0.102,0.7530594695714823,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",14,0.02,0.102,0.7782474036751912,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",15,0.02,0.102,0.8008661685003217,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",16,0.02,0.102,0.8211778193132888,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",17,0.02,0.102,0.8394176817433334,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",18,0.02,0.102,0.8557970782055133,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",19,0.02,0.102,0.870505776228551,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=2",20,0.02,0.102,0.8837141870532388,0.898
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",1,0.02,0.05355,0.053549999999999986,0.94645
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",2,0.02,0.0562275,0.10676651737499998,0.9437725
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",3,0.02,0.059038875000000005,0.15950201730151203,0.940961125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",4,0.02,0.06199081875000002,0.21160517540671464,0.93800918125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",5,0.02,0.06509035968750002,0.26292207811525503,0.9349096403125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",6,0.02,0.06834487767187503,0.31329757852110773,0.931655122328125
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",7,0.02,0.07176212155546878,0.3625768011637107,0.9282378784445312
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",8,0.02,0.07535022763324221,0.4106067842947345,0.9246497723667578
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",9,0.02,0.07911773901490433,0.45723824291205895,0.9208822609850956
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",10,0.02,0.08307362596564953,0.5023274301088413,0.9169263740343505
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",11,0.02,0.08722730726393203,0.5457380682795681,0.912772692736068
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",12,0.02,0.09158867262712862,0.5873433156308778,0.9084113273728713
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",13,0.02,0.09616810625848506,0.6270277275015617,0.903831893741515
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",14,0.02,0.10097651157140934,0.664689166491315,0.8990234884285907
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",15,0.02,0.10602533714997982,0.7002406106641141,0.8939746628500201
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",16,0.02,0.11132660400747879,0.7336118054982339,0.8886733959925213
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",17,0.02,0.11689293420785273,0.7647507031918775,0.8831070657921473
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",18,0.02,0.12273758091824537,0.7936246327948249,0.8772624190817546
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",19,0.02,0.12887445996415764,0.8202211467932965,0.8711255400358424
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1, Curve=1.7, Ball=-1",20,0.02,0.13531818296236553,0.8445484945442855,0.8646818170376345
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",1,0.02,0.033,0.03300000000000003,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",2,0.02,0.033,0.06491100000000005,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",3,0.02,0.033,0.09576893700000011,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",4,0.02,0.033,0.12560856207900017,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",5,0.02,0.033,0.1544634795303932,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",6,0.02,0.033,0.18236618470589028,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",7,0.02,0.033,0.20934810061059594,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",8,0.02,0.033,0.23543961329044627,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",9,0.02,0.033,0.2606701060518616,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",10,0.02,0.033,0.2850679925521502,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",11,0.02,0.033,0.30866074879792926,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",12,0.02,0.033,0.3314749440875976,0.967
"Legendary=0.02, Berry=1, Throw=1.5, Medal=1.1, Curve=1, Ball=1",13,0.02,0.033,0.3535362709327069,0.967
