Parameter,Number of Balls,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
Varying curve: 1,12,0.12752424636912651,0.8054458946338887,0.8724757536308735
Varying curve: 1,13,0.1334551711052998,0.844659945070396,0.8665448288947002
Varying curve: 1,14,0.13963925550635392,0.8782333904416575,0.8603607444936461
Varying curve: 1,15,0.14608505204649547,0.9064121995160431,0.8539149479535045
Varying curve: 1,16,0.15280117096028922,0.9295687251605678,0.8471988290397108
Varying curve: 1,17,0.15979625265327824,0.9481751037845442,0.8402037473467218
Varying curve: 1,18,0.16707893665917561,0.9627720426246926,0.8329210633408244
Varying curve: 1,19,0.17465782689950182,0.9739356616021824,0.8253421731004982
Varying curve: 1,20,0.1825414529994862,0.9822452410757639,0.8174585470005138
Varying curve: 1.7,1,0.12680442769051625,0.12680442769051625,0.8731955723094837
Varying curve: 1.7,2,0.1327044838640653,0.2477984876905026,0.8672955161359347
Varying curve: 1.7,3,0.13885664209049042,0.36140374322604785,0.8611433579095096
Varying curve: 1.7,4,0.14526944589973656,0.4662757741784973,0.8547305541002634
Varying curve: 1.7,5,0.151951499781526,0.5613648285106985,0.848048500218474
Varying curve: 1.7,6,0.15891144200830254,0.6459616160123544,0.8410885579916975
Varying curve: 1.7,7,0.1661579140348246,0.7197235045821364,0.8338420859651754
Varying curve: 1.7,8,0.17369952623070728,0.782677839394657,0.8263004737692927
Varying curve: 1.7,9,0.18154481969984548,0.8352011728064822,0.8184551803001545
Varying curve: 1.7,10,0.18970222394101377,0.8779756594066832,0.8102977760589862
Varying curve: 1.7,11,0.19818001010758124,0.9119264154598254,0.8018199898924188
Varying curve: 1.7,12,0.2069862396318276,0.9381458733736543,0.7930137603681724
Varying curve: 1.7,13,0.21612870799148454,0.9578126862869196,0.7838712920085155
Varying curve: 1.7,14,0.22561488341362046,0.9721132461372771,0.7743851165863795
Varying curve: 1.7,15,0.2354518403346465,0.9821732280447828,0.7645481596653535
Varying curve: 1.7,16,0.24564618746594202,0.9890048430268173,0.754353812534058
Varying curve: 1.7,17,0.2562039903533274,0.9934729738933201,0.7437960096466726
Varying curve: 1.7,18,0.26713068836633413,0.9962805591753815,0.7328693116336659
Varying curve: 1.7,19,0.2784310061109788,0.997971012369623,0.7215689938890212
Varying curve: 1.7,20,0.29010885932858343,0.998943583621931,0.7098911406714166
Varying ball: 1,1,0.12114801499249195,0.12114801499249195,0.878851985007508
Varying ball: 1,2,0.12114801499249195,0.22761918844836282,0.878851985007508
Varying ball: 1,3,0.12114801499249195,0.32119159058613367,0.878851985007508
Varying ball: 1,4,0.12114801499249195,0.4034278819468343,0.878851985007508
Varying ball: 1,5,0.12114801499249195,0.4757014098488419,0.878851985007508
Varying ball: 1,6,0.12114801499249195,0.5392191433090168,0.878851985007508
Varying ball: 1,7,0.12114801499249195,0.5950418294436693,0.878851985007508
Varying ball: 1,8,0.12114801499249195,0.6441017079615599,0.878851985007508
Varying ball: 1,9,0.12114801499249195,0.687218079581235,0.878851985007508
Varying ball: 1,10,0.12114801499249195,0.725110988365508,0.878851985007508
Varying ball: 1,11,0.12114801499249195,0.7584132464682747,0.878851985007508
Varying ball: 1,12,0.12114801499249195,0.7876810021071237,0.878851985007508
Varying ball: 1,13,0.12114801499249195,0.8134030272470407,0.878851985007508
